file_in,1619 project,advocacy,ally,anti-racism,antiracism,bias,black lives matter,blm,critical race theory,discrimination,diversity,equity,gender,george floyd,implicit bias,inclusion,intersectional,justice,kendi,microaggression,multicultural,oppression,privilege,race,racism,racist,social justice,systemic,transgender,white fragility,white supremacy,total_chr,year,society,term_sum,dei_sum,race_sum,gender_sum,society_full_name
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2009-10.txt,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158587,2009,asbmb,4,2,0,1,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2009-11.txt,0,8,3,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,150509,2009,asbmb,21,5,0,2,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2009-12.txt,0,8,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,157677,2009,asbmb,16,2,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2010-01.txt,0,1,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143068,2010,asbmb,21,19,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2010-02.txt,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,150489,2010,asbmb,6,0,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2010-03.txt,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,135806,2010,asbmb,8,2,0,1,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2010-04.txt,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142855,2010,asbmb,6,3,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2010-05.txt,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120106,2010,asbmb,9,4,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2010-06.txt,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,133355,2010,asbmb,6,1,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2010-07.txt,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,150959,2010,asbmb,7,3,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2010-08.txt,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,144503,2010,asbmb,5,4,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2010-09.txt,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,149693,2010,asbmb,5,3,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2010-10.txt,0,0,2,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,139901,2010,asbmb,13,7,0,1,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2010-11.txt,0,3,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,149422,2010,asbmb,11,1,0,1,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2010-12.txt,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129825,2010,asbmb,11,4,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2011-01.txt,0,0,1,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138144,2011,asbmb,10,4,0,4,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2011-02.txt,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138863,2011,asbmb,10,6,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2011-03.txt,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131515,2011,asbmb,5,2,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2011-04.txt,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,152264,2011,asbmb,6,2,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2011-05.txt,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,150489,2011,asbmb,14,4,0,2,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2011-06.txt,0,1,0,0,0,0,0,0,0,0,4,2,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,144335,2011,asbmb,14,6,0,5,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2011-07.txt,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,136443,2011,asbmb,5,2,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2011-08.txt,0,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136919,2011,asbmb,8,3,0,1,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2011-09.txt,0,1,1,0,0,0,0,0,0,0,4,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124966,2011,asbmb,13,6,0,4,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2011-10.txt,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139811,2011,asbmb,9,7,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2011-11.txt,0,8,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,137166,2011,asbmb,14,4,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2011-12.txt,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125748,2011,asbmb,2,2,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2012-01.txt,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130519,2012,asbmb,4,1,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2012-02.txt,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,116345,2012,asbmb,13,2,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2012-03.txt,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,127188,2012,asbmb,5,0,0,1,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2012-04.txt,0,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116884,2012,asbmb,11,8,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2012-05.txt,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,110899,2012,asbmb,13,7,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2012-06.txt,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,106559,2012,asbmb,6,1,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2012-07.txt,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,115495,2012,asbmb,15,2,2,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2012-08.txt,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,120858,2012,asbmb,11,3,0,2,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2012-09.txt,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132900,2012,asbmb,5,4,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2012-10.txt,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,119139,2012,asbmb,6,2,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2012-11.txt,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,117334,2012,asbmb,18,9,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2012-12.txt,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96843,2012,asbmb,4,3,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2013-01.txt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,114258,2013,asbmb,3,0,0,1,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2013-02.txt,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,112394,2013,asbmb,9,2,0,1,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2013-03.txt,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,118657,2013,asbmb,10,7,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2013-04.txt,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,121103,2013,asbmb,6,3,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2013-05.txt,0,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,128158,2013,asbmb,11,4,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2013-06.txt,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104690,2013,asbmb,3,2,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2013-08.txt,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,186273,2013,asbmb,7,4,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2013-09.txt,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159174,2013,asbmb,7,5,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2013-10.txt,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,127745,2013,asbmb,4,3,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2013-11.txt,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,121797,2013,asbmb,7,2,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2013-12.txt,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122416,2013,asbmb,8,1,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2014-01.txt,0,8,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,120044,2014,asbmb,18,5,0,1,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2014-02.txt,0,0,2,0,0,1,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,110080,2014,asbmb,15,6,1,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2014-03.txt,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,17,0,0,0,0,1,0,0,0,14,0,0,0,0,126397,2014,asbmb,38,2,0,1,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2014-04.txt,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,143826,2014,asbmb,8,5,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2014-05.txt,0,2,1,0,0,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,103254,2014,asbmb,13,6,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2014-06.txt,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,128973,2014,asbmb,6,2,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2014-08.txt,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148611,2014,asbmb,6,3,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2014-09.txt,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161894,2014,asbmb,8,2,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2014-10.txt,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,152712,2014,asbmb,10,4,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2014-11.txt,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113471,2014,asbmb,4,3,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2014-12.txt,0,0,1,0,0,0,0,0,0,1,3,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,106015,2014,asbmb,19,4,0,10,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2015-01.txt,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,112666,2015,asbmb,6,0,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2015-02.txt,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112866,2015,asbmb,5,3,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2015-03.txt,0,2,5,0,0,3,0,0,0,1,12,2,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,215268,2015,asbmb,31,16,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2015-04.txt,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,132234,2015,asbmb,4,2,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2015-05.txt,0,1,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119046,2015,asbmb,9,6,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
/mnt/c/Users/m/projects/nas_crt/data/learned_societies/asbmb/ASBMBToday-2015-06.txt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122828,2015,asbmb,3,1,0,0,"Am. Society for 
Biochemistry and Molecular Biology "
